player_id,player_name,position,team,projected_points,confidence,prev_season_points,prev_season_games,age,overall_rank,position_rank,tier,tier_label
00-0039687,DeShaun Fenwick,RB,GB,118.72691206295666,Low,,,25.7,492.0,105.0,5.0,Handcuff
00-0039766,Ramon Jefferson,RB,TB,118.72691206295666,Low,,,25.6,492.0,105.0,,Deep League
00-0039921,Trey Benson,RB,ARI,117.1819559375009,Low,,,23.1,497.0,110.0,,Deep League
00-0039244,Chris Collier,RB,LV,116.97193718973749,Low,,,25.4,498.0,111.0,5.0,Handcuff
00-0039651,Sam Schnee,RB,TEN,116.97193718973749,Low,,,25.4,498.0,111.0,,Deep League
00-0038518,Deneric Prince,RB,MIA,116.97193718973749,Low,,,25.4,498.0,111.0,5.0,Handcuff
00-0038098,Pierre Strong,RB,CLE,116.18537546705193,High,95.30000019073486,13.0,26.7,501.0,114.0,,Deep League
00-0039786,Markese Stepp,RB,NYJ,114.88427052696167,Low,,,,504.0,115.0,,Deep League
00-0039308,TaMerik Williams,RB,SEA,114.88427052696167,Low,,,,504.0,115.0,,Deep League
00-0036984,Trey Sermon,RB,IND,114.58237491039458,Medium,49.299999952316284,8.0,26.6,506.0,117.0,,Deep League
00-0039302,Kobe Lewis,RB,SEA,114.56790399509305,Low,,,25.2,507.0,118.0,,Deep League
00-0037265,Snoop Conner,RB,DAL,114.56790399509305,Low,,,25.1,507.0,118.0,,Deep League
00-0037410,Jashaun Corbin,RB,NYG,114.56790399509305,Low,,,25.0,507.0,118.0,,Deep League
00-0039363,Isaac Guerendo,RB,SF,114.56790399509305,Low,,,25.2,507.0,118.0,5.0,Handcuff
00-0037509,Sincere McCormick,RB,LV,114.56790399509305,Low,,,25.0,507.0,118.0,,Deep League
00-0038614,Scott Matlock,RB,LAC,114.56790399509305,Low,,,25.2,507.0,118.0,,Deep League
00-0039629,Elijah Collins,RB,CIN,114.56790399509305,Low,,,25.1,507.0,118.0,5.0,Handcuff
00-0039529,Nathaniel Peat,RB,DAL,114.56790399509305,Low,,,25.0,507.0,118.0,,Deep League
00-0038714,Hassan Hall,RB,ARI,114.56790399509305,Low,,,25.0,507.0,118.0,5.0,Handcuff
00-0039554,Jalen Jackson,RB,JAX,114.56790399509305,Low,,,25.2,507.0,118.0,5.0,Handcuff
00-0039503,Jaden Shirden,RB,CAR,114.08911995456931,Low,,,23.3,519.0,128.0,5.0,Handcuff
00-0039393,Jase McClellan,RB,ATL,114.08911995456931,Low,,,23.2,519.0,128.0,,Deep League
00-0039136,Zach Evans,RB,NYJ,113.12844471606206,Low,,,24.3,522.0,130.0,,Deep League
00-0039647,Dillon Johnson,RB,CAR,113.12844471606206,Low,,,24.2,522.0,130.0,5.0,Handcuff
00-0038409,Lew Nichols III,RB,PHI,113.12844471606206,Low,,,24.0,522.0,130.0,,Deep League
00-0039046,DeWayne McBride,RB,MIN,113.12844471606206,Low,,,24.2,522.0,130.0,5.0,Handcuff
00-0039796,Rasheen Ali,RB,BAL,113.12844471606206,Low,,,24.5,522.0,130.0,,Deep League
00-0039391,Kimani Vidal,RB,LAC,113.12844471606206,Low,,,24.0,522.0,130.0,,Deep League
00-0039364,Sione Vaki,RB,DET,113.12844471606206,Low,,,24.1,522.0,130.0,,Deep League
00-0039455,Daijun Edwards,RB,PIT,113.12844471606206,Low,,,24.4,522.0,130.0,5.0,Handcuff
00-0039466,Ian Wheeler,RB,CHI,113.12844471606206,Low,,,24.0,522.0,130.0,5.0,Handcuff
00-0039311,Emani Bailey,RB,CAR,112.65443691204088,Low,,,23.8,533.0,139.0,5.0,Handcuff
00-0039684,Michael Wiley,RB,WAS,112.65443691204088,Low,,,23.8,533.0,139.0,,Deep League
00-0039266,Kendall Milton,RB,CIN,112.31083168175975,Low,,,23.6,536.0,141.0,,Deep League
00-0039471,Frank Gore Jr.,RB,BUF,112.31083168175975,Low,,,23.5,536.0,141.0,5.0,Handcuff
00-0039798,Isaiah Davis,RB,NYJ,112.31083168175975,Low,,,23.5,536.0,141.0,5.0,Handcuff
00-0039738,Blake Corum,RB,LA,112.20104749132291,Low,,,24.8,539.0,144.0,5.0,Handcuff
00-0038397,Evan Hull,RB,IND,112.20104749132291,Low,,,24.8,539.0,144.0,5.0,Handcuff
00-0039228,Louis Rees-Zammit,RB,JAX,112.20104749132291,Low,,,24.6,539.0,144.0,,Deep League
00-0039516,Aidan Robbins,RB,CLE,112.20104749132291,Low,,,24.7,539.0,144.0,5.0,Handcuff
00-0039627,Noah Cain,RB,CIN,112.20104749132291,Low,,,24.7,539.0,144.0,,Deep League
00-0039678,Austin Jones,RB,WAS,112.20104749132291,Low,,,24.6,539.0,144.0,5.0,Handcuff
00-0039652,Jabari Small,RB,TEN,112.20104749132291,Low,,,24.6,539.0,144.0,5.0,Handcuff
00-0039757,Terrell Jennings,RB,NE,112.20104749132291,Low,,,24.7,539.0,144.0,,Deep League
00-0039811,MarShawn Lloyd,RB,GB,112.20104749132291,Low,,,24.7,539.0,144.0,,Deep League
00-0038678,Jordan Mims,RB,NO,107.04890980342685,Low,0.0,1.0,26.2,554.0,153.0,,Deep League
00-0033854,Dare Ogunbowale,RB,HOU,102.16951377622061,Medium,30.700000190734862,8.0,31.3,566.0,154.0,5.0,Handcuff
00-0034414,Boston Scott,RB,PIT,100.79207935163183,Medium,125.70000123977661,16.0,30.3,567.0,155.0,5.0,Handcuff
00-0033948,Jamaal Williams,RB,NO,98.81746209360078,High,160.80000066757202,13.0,30.4,573.0,156.0,,Deep League
00-0039557,Lorenzo Lingard,RB,NYG,97.9439730805971,Low,,,26.3,574.0,157.0,,Deep League
00-0039230,Dante Miller,RB,NYG,97.9439730805971,Low,,,26.3,574.0,157.0,5.0,Handcuff
00-0038965,Ellis Merriweather,RB,GB,97.44806703805196,Low,,,26.4,576.0,159.0,5.0,Handcuff
00-0038458,Owen Wright,RB,BAL,97.36552761633936,Low,,,26.5,577.0,160.0,,Deep League
00-0035311,Myles Gaskin,RB,JAX,97.33543997096848,Medium,22.40000033378601,2.0,28.5,578.0,161.0,,Deep League
00-0036755,Jaret Patterson,RB,LAC,96.75625499691894,High,124.90000057220459,14.0,25.7,580.0,162.0,,Deep League
00-0038727,Xazavian Valladay,RB,NO,96.46643702188207,Low,,,27.2,584.0,163.0,,Deep League
00-0037495,Bryant Koback,RB,SEA,95.8095174943883,Low,,,27.4,586.0,164.0,5.0,Handcuff
00-0037450,Tyreik McAllister,RB,LV,95.8095174943883,Low,,,27.4,586.0,164.0,,Deep League
00-0038875,Jack Colletto,RB,PIT,95.41896138895025,Low,,,26.8,590.0,166.0,5.0,Handcuff
00-0039617,Jacob Kibodi,RB,CLE,95.41896138895025,Low,,,26.9,590.0,166.0,5.0,Handcuff
00-0038419,Robert Burns,RB,ATL,95.41896138895025,Low,,,26.9,590.0,166.0,,Deep League
00-0037563,Malik Davis,RB,DAL,95.41896138895025,Low,,,26.8,590.0,166.0,,Deep League
00-0035628,D'Ernest Johnson,RB,JAX,95.29827464099344,High,81.30000114440918,15.0,29.5,594.0,170.0,5.0,Handcuff
00-0037331,Zander Horvath,RB,MIA,94.7679733877341,Low,,,26.7,596.0,171.0,,Deep League
00-0037456,Troy Hairston,RB,HOU,94.7679733877341,Low,,,26.7,596.0,171.0,,Deep League
00-0038930,Carlos Washington,RB,ATL,94.7679733877341,Low,,,26.7,596.0,171.0,5.0,Handcuff
00-0034838,Royce Freeman,RB,LA,93.82940813874781,High,57.49999976158142,4.0,29.5,601.0,174.0,,Deep League
00-0038862,Elijah Dotson,RB,ATL,93.80319796598687,Low,,,26.6,602.0,175.0,5.0,Handcuff
00-0037329,Brittain Brown,RB,SEA,93.7819660695265,Low,,,27.9,603.0,176.0,5.0,Handcuff
00-0035567,Craig Reynolds,RB,DET,93.2077230996218,High,82.19999980926514,7.0,29.2,605.0,177.0,5.0,Handcuff
00-0037617,Hassan Haskins,RB,LAC,91.45421945795275,Medium,62.00000047683716,7.0,25.8,609.0,178.0,5.0,Handcuff
00-0036924,Michael Carter,RB,ARI,89.3403097937481,High,123.80000114440918,15.0,26.3,613.0,179.0,,Deep League
00-0036582,Nate McCrary,RB,GB,88.62643729928178,Low,,,26.4,616.0,180.0,,Deep League
00-0036860,Jake Funk,RB,JAX,88.57049794210859,Medium,3.0,3.0,27.6,617.0,181.0,5.0,Handcuff
00-0036950,Avery Williams,RB,ATL,87.81101382917227,Low,,,27.1,621.0,182.0,5.0,Handcuff
00-0036543,Spencer Brown,RB,ATL,86.59733165018007,Low,,,26.8,623.0,183.0,,Deep League
00-0036493,Deon Jackson,RB,NYJ,86.54256151701455,High,194.5,12.0,26.5,624.0,184.0,5.0,Handcuff
00-0038951,Sean Tucker,RB,TB,86.02131522839855,Medium,16.69999998807907,3.0,23.9,627.0,185.0,,Deep League
00-0034115,Jeff Wilson,RB,MIA,84.21085086545551,High,96.89999961853027,10.0,29.8,633.0,186.0,,Deep League
00-0034750,Rashaad Penny,RB,CAR,84.12798547352337,Medium,103.70000231266022,5.0,29.6,634.0,187.0,,Deep League
00-0038454,Keaton Mitchell,RB,BAL,83.89225688230201,High,130.90000247955322,7.0,23.6,635.0,188.0,,Deep League
00-0038551,Kendre Miller,RB,NO,83.44306966010984,Medium,93.80000114440918,7.0,23.2,636.0,189.0,,Deep League
00-0038797,Emanuel Wilson,RB,GB,75.93120384536742,Medium,47.00000047683716,7.0,26.3,658.0,190.0,5.0,Handcuff
00-0036670,Jermar Jefferson,RB,DET,75.6683393858375,Medium,45.200000047683716,4.0,25.4,660.0,191.0,,Deep League
00-0035973,Patrick Taylor,RB,SF,75.49689653347,High,75.60000085830688,11.0,27.3,661.0,192.0,,Deep League
00-0029892,Kyle Juszczyk,RB,SF,73.71666783799398,High,94.90000116825104,12.0,34.4,669.0,193.0,,Deep League
00-0037157,Bam Knight,RB,NYJ,71.80309401227477,High,140.0,7.0,24.4,673.0,194.0,5.0,Handcuff
00-0036370,Joshua Kelley,RB,TEN,70.49202113614825,High,150.20000004768372,17.0,27.8,679.0,195.0,,Deep League
00-0034808,John Kelly,RB,CLE,67.4441639993589,Medium,2.400000035762787,1.0,28.9,689.0,196.0,,Deep League
00-0036450,Ke'Shawn Vaughn,RB,SF,67.3147131162626,High,21.40000030398369,5.0,28.3,690.0,197.0,,Deep League
00-0036020,Salvon Ahmed,RB,IND,62.89168291287106,High,42.50000047683716,7.0,26.7,701.0,198.0,,Deep League
00-0037827,Tyrion Davis-Price,RB,PHI,60.32979452127144,Medium,6.1000001430511475,1.0,24.9,707.0,199.0,,Deep League
00-0038622,Deuce Vaughn,RB,DAL,55.19635468670672,High,39.0,6.0,23.8,724.0,200.0,5.0,Handcuff
00-0037429,Raheem Blackshear,RB,CAR,51.481871849566886,High,33.600000858306885,8.0,27.2,738.0,201.0,,Deep League
00-0033893,Dalvin Cook,RB,DAL,50.284932486778814,Medium,120.50000095367432,15.0,30.1,745.0,202.0,5.0,Handcuff
00-0037557,Ronnie Rivers,RB,LA,47.88905323112345,High,64.00000047683716,8.0,26.6,751.0,203.0,,Deep League
00-0033376,Patrick Ricard,RB,BAL,45.55771542472886,High,32.700000286102295,6.0,31.3,755.0,204.0,,Deep League
00-0035860,Tony Jones,RB,ARI,44.80242722991011,Medium,63.700000286102295,6.0,27.8,758.0,205.0,,Deep League
00-0035806,JaMycal Hasty,RB,NE,42.688772736080985,Low,0.0,1.0,29.0,765.0,206.0,5.0,Handcuff
00-0037120,Tyler Goodson,RB,IND,37.56680238224526,High,38.59999990463257,6.0,24.8,786.0,207.0,,Deep League
00-0036569,Gary Brightwell,RB,CIN,36.63086043174161,Medium,67.50000047683716,9.0,27.5,790.0,208.0,5.0,Handcuff
00-0037745,Velus Jones Jr.,RB,CAR,32.62838923671318,High,26.09999990463257,10.0,28.3,810.0,209.0,,Deep League
00-0036269,La'Mical Perine,RB,PIT,32.54369983589853,Medium,8.099999904632568,2.0,27.6,814.0,210.0,,Deep League
00-0036842,Kene Nwangwu,RB,NYJ,32.19440124288969,Medium,15.0,2.0,27.6,817.0,211.0,,Deep League
00-0031595,Michael Burton,RB,DEN,31.92486272527397,Medium,19.200000047683716,8.0,33.6,820.0,212.0,,Deep League
00-0035726,Jakob Johnson,RB,NYG,30.801201167762184,Medium,13.5,6.0,30.7,829.0,213.0,5.0,Handcuff
00-0036727,Adam Prentice,RB,NO,30.0,Medium,9.400000095367432,2.0,28.6,847.0,214.0,5.0,Handcuff
00-0038045,Isaiah Spiller,RB,LV,30.0,Medium,23.9000004529953,5.0,24.1,847.0,214.0,5.0,Handcuff
00-0035125,Alec Ingold,RB,MIA,30.0,High,50.40000057220459,10.0,29.1,847.0,214.0,5.0,Handcuff
00-0034959,Andrew Beck,RB,HOU,30.0,High,59.80000048875809,12.0,29.3,847.0,214.0,5.0,Handcuff
00-0036096,J.J. Taylor,RB,HOU,30.0,Medium,9.200000047683716,1.0,27.7,847.0,214.0,5.0,Handcuff
00-0036336,Anthony McFarland,RB,MIA,30.0,Medium,16.100000023841858,1.0,27.5,847.0,214.0,5.0,Handcuff
00-0035594,Travis Homer,RB,CHI,30.0,Low,0.0,1.0,27.1,847.0,214.0,,Deep League
00-0035924,Jonathan Ward,RB,PIT,30.0,Medium,3.600000023841858,1.0,27.9,847.0,214.0,,Deep League
00-0038396,Eric Gray,RB,NYG,30.0,High,32.50000023841858,5.0,25.8,847.0,214.0,5.0,Handcuff
00-0037594,Julius Chestnut,RB,TEN,30.0,Medium,19.299999952316284,3.0,24.8,847.0,214.0,,Deep League
00-0035291,Trayveon Williams,RB,CIN,30.0,Medium,16.00000023841858,4.0,27.9,847.0,214.0,,Deep League
00-0036187,Reggie Gilliam,RB,BUF,30.0,Medium,2.800000011920929,1.0,28.0,847.0,214.0,,Deep League
00-0032918,C.J. Ham,RB,MIN,30.0,High,22.19999998807907,6.0,32.1,847.0,214.0,5.0,Handcuff
00-0035099,Khari Blasingame,RB,PHI,30.0,Low,0.0,1.0,29.2,847.0,214.0,,Deep League
00-0034208,Mike Boone,RB,CAR,30.0,Medium,30.299999952316284,7.0,30.1,847.0,214.0,,Deep League
00-0036425,DeeJay Dallas,RB,ARI,30.0,High,29.199999809265137,10.0,27.0,847.0,214.0,5.0,Handcuff
00-0036857,Chris Evans,RB,CIN,30.0,Medium,19.300000190734863,4.0,27.9,847.0,214.0,5.0,Handcuff
00-0036297,Darrynton Evans,RB,CHI,30.0,Medium,68.50000047683716,6.0,27.1,847.0,214.0,5.0,Handcuff
00-0038738,Hunter Luepke,RB,DAL,30.0,Medium,26.200000166893005,6.0,25.5,847.0,214.0,5.0,Handcuff
00-0036654,Demetric Felton,RB,WAS,30.0,High,91.00000047683716,11.0,27.1,847.0,214.0,5.0,Handcuff
