player_id,player_name,position,team,projected_points,confidence,overall_rank,position_rank,tier,tier_label
00-0034317,Keith Kirkwood,WR,BAL,294.6354915948366,85,418.0,229.0,,Deep League
00-0037273,Kyle Philips,WR,PHI,294.3013263640626,75,419.0,230.0,,Deep League
00-0039920,Malachi Corley,WR,NYJ,294.0385971530379,75,420.0,231.0,,Deep League
00-0039623,Mason Tipton,WR,NO,293.6112570910116,75,421.0,232.0,,Deep League
00-0036959,Michael Bandy,WR,DEN,293.6112570910116,75,421.0,232.0,,Deep League
00-0037231,Kevin Austin Jr.,WR,NO,293.6112570910116,75,421.0,232.0,,Deep League
00-0034406,Deon Cain,WR,BUF,293.6112570910116,75,421.0,232.0,,Deep League
00-0039751,Jordan Whittington,WR,LA,293.6112570910116,75,421.0,232.0,,Deep League
00-0039410,Ryan Flournoy,WR,DAL,293.6112570910116,75,421.0,232.0,,Deep League
00-0035876,Andre Baccellia,WR,ARI,293.42186084999696,75,427.0,238.0,5.0,Deep League
00-0035869,Austin Mack,WR,ATL,293.42186084999696,75,427.0,238.0,5.0,Deep League
00-0039650,Bryce Oliver,WR,TEN,293.42186084999696,75,427.0,238.0,5.0,Deep League
00-0035359,David Sills,WR,DEN,293.222475046313,75,430.0,241.0,,Deep League
00-0036412,KJ Hamler,WR,BUF,293.1092395617519,70,431.0,242.0,,Deep League
00-0036635,Ihmir Smith-Marsette,WR,NYG,292.52175593599907,85,432.0,243.0,,Deep League
00-0036439,Tyrie Cleveland,WR,IND,292.3983733732299,85,433.0,244.0,,Deep League
00-0038821,Rakim Jarrett,WR,TB,292.2757935129167,75,434.0,245.0,,Deep League
00-0038507,Grant DuBose,WR,MIA,291.89425047903853,75,435.0,246.0,,Deep League
00-0037355,Braylon Sanders,WR,NE,291.89425047903853,75,435.0,246.0,5.0,Deep League
00-0037570,Dennis Houston,WR,TB,291.89425047903853,75,435.0,246.0,,Deep League
00-0035934,Trishton Jackson,WR,MIN,291.89425047903853,75,435.0,246.0,,Deep League
00-0034395,Daurice Fountain,WR,DET,291.89425047903853,75,435.0,246.0,,Deep League
00-0034104,Cam Sims,WR,CAR,291.6826951480929,70,441.0,251.0,5.0,Deep League
00-0038606,Parker Washington,WR,JAX,291.28974402609936,60,442.0,252.0,,Deep League
00-0037091,Bo Melton,WR,GB,290.6478504295943,60,445.0,253.0,5.0,Deep League
00-0037098,Samori Toure,WR,CHI,290.51563566881646,75,446.0,254.0,,Deep League
00-0037387,Jalen Virgil,WR,BUF,289.74065965981407,75,448.0,255.0,,Deep League
00-0038359,Xavier Smith,WR,LA,289.57087501309053,75,449.0,256.0,,Deep League
00-0036277,Quintez Cephus,WR,LA,289.05174628084933,70,451.0,257.0,,Deep League
00-0035510,Jeff Smith,WR,ARI,288.74137501385525,85,452.0,258.0,,Deep League
00-0034867,Malik Turner,WR,SF,287.9179247379472,70,454.0,259.0,,Deep League
00-0036497,Tim Jones,WR,JAX,286.98754684431356,85,457.0,260.0,,Deep League
00-0039379,Jamari Thrash,WR,CLE,286.93571122132266,75,458.0,261.0,,Deep League
00-0038640,Jalen Brooks,WR,DAL,285.68171167277205,60,460.0,262.0,,Deep League
00-0032951,Laquon Treadwell,WR,IND,283.32871074144896,70,463.0,263.0,,Deep League
00-0038576,Charlie Jones,WR,CIN,283.309871272771,75,464.0,264.0,5.0,Deep League
00-0036527,DJ Turner,WR,LV,282.82121525391915,60,466.0,265.0,,Deep League
00-0036482,Mike Strachan,WR,WAS,281.5297475612121,85,467.0,266.0,,Deep League
00-0034928,Steven Sims,WR,BAL,280.87938385585085,70,470.0,267.0,,Deep League
00-0036630,Tylan Wallace,WR,BAL,280.60523009032056,70,471.0,268.0,,Deep League
00-0038632,Colton Dowell,WR,TEN,277.99719230384096,75,474.0,269.0,,Deep League
00-0039792,Devontez Walker,WR,BAL,275.89076532186425,75,476.0,270.0,,Deep League
00-0036877,Jaelon Darden,WR,SEA,275.8904726319139,85,477.0,271.0,,Deep League
00-0037272,Montrell Washington,WR,KC,270.53680230308225,75,480.0,272.0,,Deep League
00-0038941,Tyler Scott,WR,CHI,270.08813922452026,60,482.0,273.0,,Deep League
00-0033460,John Ross,WR,PHI,269.09196751169833,70,484.0,274.0,,Deep League
00-0039394,Casey Washington,WR,ATL,269.05617802358586,75,485.0,275.0,5.0,Deep League
00-0036463,Chris Blair,WR,ATL,269.05617802358586,75,485.0,275.0,,Deep League
00-0035101,Davion Davis,WR,WAS,269.05617802358586,75,485.0,275.0,,Deep League
00-0038840,Brycen Tremayne,WR,WAS,268.2520392493117,75,488.0,278.0,5.0,Deep League
00-0038627,Antoine Green,WR,DET,268.20744214193866,75,489.0,279.0,5.0,Deep League
00-0039543,Ramel Keyton,WR,LV,266.3189962992616,75,491.0,280.0,,Deep League
00-0039392,Jha'Quan Jackson,WR,TEN,266.3189962992616,75,491.0,280.0,,Deep League
00-0037382,Brandon Johnson,WR,PIT,263.7222761487134,70,494.0,282.0,5.0,Deep League
00-0035457,Tyron Johnson,WR,DAL,262.97599494122903,70,495.0,283.0,,Deep League
00-0036254,Collin Johnson,WR,CHI,261.238272792011,70,545.0,284.0,,Deep League
00-0033292,Trent Taylor,WR,SF,247.53663715067455,70,641.0,285.0,,Deep League
00-0039853,Javon Baker,WR,NE,239.31368937730696,75,668.0,286.0,,Deep League
00-0037828,Danny Gray,WR,PHI,239.22144312570168,75,669.0,287.0,,Deep League
00-0035645,Gunner Olszewski,WR,NYG,236.43260998388882,70,675.0,288.0,,Deep League
00-0039589,Kameron Johnson,WR,TB,208.25819820249794,75,708.0,289.0,,Deep League
00-0036913,Kadarius Toney,WR,CLE,158.97793637854284,70,731.0,290.0,,Deep League
00-0038092,Erik Ezukanma,WR,MIA,144.13364957284435,85,732.0,291.0,,Deep League
00-0037093,Dareke Young,WR,SEA,143.4668166198511,75,733.0,292.0,,Deep League
00-0039614,Jermaine Jackson,WR,NO,137.91057388960482,75,734.0,293.0,,Deep League
00-0037216,Justyn Ross,WR,KC,136.95842774282426,75,735.0,294.0,,Deep League
00-0035399,Stanley Morgan,WR,TEN,136.57610789062144,85,736.0,295.0,,Deep League
00-0035593,Juwann Winfree,WR,IND,136.57610789062144,85,736.0,295.0,,Deep League
00-0034419,Braxton Berrios,WR,MIA,131.943957096354,70,738.0,297.0,5.0,Deep League
00-0038090,Skyy Moore,WR,KC,131.9398647191519,70,739.0,298.0,,Deep League
00-0035544,Tom Kennedy,WR,DET,126.62931143100987,85,740.0,299.0,,Deep League
00-0032208,Phillip Dorsett,WR,ATL,125.56907604654289,70,741.0,300.0,,Deep League
00-0035527,Andy Isabella,WR,PIT,117.34929633908408,70,742.0,301.0,5.0,Deep League
00-0031868,Damiere Byrd,WR,BUF,116.73782647569092,70,743.0,302.0,,Deep League
00-0037055,Lance McCutcheon,WR,PIT,114.58895369599452,75,744.0,303.0,,Deep League
00-0039521,Xavier Weaver,WR,ARI,114.58895369599452,75,744.0,303.0,,Deep League
00-0038891,Shedrick Jackson,WR,LV,114.55798449728498,75,746.0,305.0,,Deep League
00-0035529,Hakeem Butler,WR,CIN,114.55798449728498,75,746.0,305.0,,Deep League
00-0038911,Malik Cunningham,WR,BAL,114.55798449728498,75,746.0,305.0,,Deep League
00-0038149,Josh Ali,WR,ATL,114.55798449728498,75,746.0,305.0,,Deep League
00-0038728,Jared Wayne,WR,HOU,114.55798449728498,75,746.0,305.0,,Deep League
00-0037156,Irvin Charles,WR,NYJ,107.15332368277127,75,799.0,310.0,,Deep League
00-0039579,Xavier White,WR,IND,100.26515358820878,65,800.0,311.0,,Deep League
00-0039605,Jaxon Janke,WR,HOU,100.26515358820878,65,800.0,311.0,,Deep League
00-0039785,Hamze El-Zayat,WR,NYJ,100.26515358820878,65,800.0,311.0,,Deep League
00-0039708,Devron Harper,WR,MIN,100.26515358820878,65,800.0,311.0,,Deep League
00-0039560,Wayne Ruby,WR,JAX,100.26515358820878,65,800.0,311.0,,Deep League
00-0039928,Devin Carter,WR,CAR,100.26515358820878,65,800.0,311.0,,Deep League
