player_id,player_name,position,team,projected_points,confidence,prev_season_points,prev_season_games,age,overall_rank,position_rank,tier,tier_label,starter_probability,original_projected_points,point_change,expected_games_played,injury_risk_score,age_multiplier,player_multiplier,games_adjustment,injury_risk_category
00-0038658,Adrian Martinez,QB,NYJ,4.306246385639237,Low,,,25.7,976.0,109.0,4,Backup,0.01,4.63330307315614,-0.32705668751690364,15.8,1.2,1.0,1.0,0.9294117647058824,Low Risk
00-0039334,Andrew Peasley,QB,NYJ,4.306246385639237,Low,,,25.7,976.0,109.0,4,Backup,0.01,4.63330307315614,-0.32705668751690364,15.8,1.2,1.0,1.0,0.9294117647058824,Low Risk
00-0039597,Zack Annexstad,QB,TB,4.306246385639237,Low,,,25.4,976.0,109.0,4,Backup,0.0099999999999999,4.63330307315614,-0.32705668751690364,15.8,1.2,1.0,1.0,0.9294117647058824,Low Risk
00-0039797,Jordan Travis,QB,NYJ,4.306246385639237,Low,,,25.3,976.0,109.0,4,Backup,0.01,4.63330307315614,-0.32705668751690364,15.8,1.2,1.0,1.0,0.9294117647058824,Low Risk
00-0039633,Rocky Lombardi,QB,CIN,4.299691179453592,Low,,,27.1,980.0,113.0,4,Backup,0.005,4.62625000320956,-0.3265588237559687,15.8,1.2,1.0,1.0,0.9294117647058824,Low Risk
00-0036928,Kyle Trask,QB,TB,4.293882352941177,Medium,0.3999999985098839,2.0,27.5,981.0,114.0,4,Backup,0.0099999999999999,4.62,-0.3261176470588234,15.8,1.2,1.0,1.0,0.9294117647058824,Low Risk
00-0039107,Stetson Bennett,QB,LA,4.293882352941177,Low,,,27.8,981.0,114.0,4,Backup,0.0099999999999999,4.62,-0.3261176470588234,15.8,1.2,1.0,1.0,0.9294117647058824,Low Risk
00-0039917,Michael Penix Jr.,QB,ATL,4.278283746771449,Low,,,25.3,983.0,116.0,4,Backup,0.0075,4.603216689564217,-0.32493294279276785,15.8,1.2,1.0,1.0,0.9294117647058824,Low Risk
00-0039331,Emory Jones,QB,ATL,4.278283746771449,Low,,,25.3,983.0,116.0,4,Backup,0.0075,4.603216689564217,-0.32493294279276785,15.8,1.2,1.0,1.0,0.9294117647058824,Low Risk
00-0039723,John Paddock,QB,ATL,4.278283746771449,Low,,,25.4,983.0,116.0,4,Backup,0.0075,4.603216689564217,-0.32493294279276785,15.8,1.2,1.0,1.0,0.9294117647058824,Low Risk
