player_id,position,team,career_seasons,career_games,career_total_points,career_points_per_game,games_per_season,best_season_points,worst_season_points,recent_avg_ppg,career_trend,team_offensive_strength,team_scoring_environment,high_scoring_offense,player_name,career_rush_attempts_per_game,career_rush_yards_per_game,career_rush_tds_per_game,recent_rush_upside,rush_trend_improving,high_rush_game_frequency,has_elite_rushing_ceiling,mobility_score,career_receptions_per_game,career_receiving_yards_per_game,career_receiving_tds_per_game,estimated_target_share,pass_catching_role,workload_intensity,three_down_back_score,yards_per_touch,red_zone_efficiency,receiving_te_role,target_share_estimate,red_zone_priority,te_ceiling_score,consistent_target_role,wr1_potential,red_zone_role,yards_per_reception,big_play_ability,target_quality_score
00-0039471,RB,BUF,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.6374409368632482,0,0,Frank Gore Jr.,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
00-0036569,RB,CIN,3,14,97.10000041127205,6.935714315090861,4.666666666666667,67.50000047683716,4.000000029802322,7.7583333651224775,1.0,0.5897839100392557,0,0,Gary Brightwell,,,,,,,,,0.7857142857142857,6.571428571428571,0.0,0.0,0.0,3.7857142857142856,0.0,5.018867924528302,0.0,,,,,,,,,,
00-0039299,RB,SEA,1,2,5.899999998509884,2.949999999254942,2.0,5.899999998509884,5.899999998509884,2.949999999254942,0.5,0.5821692315342908,0,0,George Holani,,,,,,,,,0.5,-0.5,0.0,0.0,0.0,2.0,0.0,2.25,0.0,,,,,,,,,,
00-0034184,RB,LAC,6,88,1399.700002193451,15.905681843107397,14.666666666666666,384.5,143.3000007867813,17.025806476992944,0.0,0.48922604332965175,0,0,Gus Edwards,,,,,,,,,0.4090909090909091,4.636363636363637,0.0,0.0,0.0,10.238636363636363,0.0,4.896781354051054,0.0,,,,,,,,,,
00-0038714,RB,ARI,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.48832631670687976,0,0,Hassan Hall,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
00-0037617,RB,LAC,2,19,135.30000019073486,7.1210526416176245,9.5,73.2999997138977,62.00000047683716,7.1210526416176245,0.5,0.48922604332965175,0,0,Hassan Haskins,,,,,,,,,0.7368421052631579,5.578947368421052,0.05263157894736842,0.0,0.0,3.8947368421052633,0.0,3.9594594594594597,0.0,,,,,,,,,,
00-0038738,RB,DAL,2,19,88.1000007390976,4.636842144163031,9.5,61.90000057220459,26.200000166893005,4.636842144163031,0.5,0.6184888892756937,0,0,Hunter Luepke,,,,,,,,,0.7894736842105263,6.7894736842105265,0.0,0.0,0.0,1.736842105263158,0.0,5.636363636363637,0.0,,,,,,,,,,
00-0039466,RB,CHI,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.4503964932758731,0,0,Ian Wheeler,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
00-0039363,RB,SF,1,13,185.70000076293945,14.284615443303036,13.0,185.70000076293945,185.70000076293945,14.284615443303036,0.5,0.5704988891738156,0,0,Isaac Guerendo,,,,,,,,,1.1538461538461537,11.692307692307692,0.0,0.0,0.0,7.615384615384615,0.0,5.777777777777778,0.0,,,,,,,,,,
00-0039798,RB,NYJ,1,9,88.39999961853027,9.822222179836697,9.0,88.39999961853027,88.39999961853027,9.822222179836697,0.5,0.4726869055283744,0,0,Isaiah Davis,,,,,,,,,1.0,8.333333333333334,0.1111111111111111,0.0,0.0,4.333333333333333,0.0,6.384615384615385,0.0,,,,,,,,,,
00-0038045,RB,LV,2,14,72.40000092983246,5.1714286378451755,7.0,48.50000047683716,23.9000004529953,5.1714286378451755,0.5,0.493508334241364,0,0,Isaiah Spiller,,,,,,,,,0.6428571428571429,3.357142857142857,0.0,0.0,0.0,4.571428571428571,0.0,2.875,0.0,,,,,,,,,,
00-0037197,RB,KC,3,48,1112.700002670288,23.181250055631,16.0,592.7000045776367,155.80000114440918,26.732143061501638,0.0,0.5854570056808311,0,0,Isiah Pacheco,,,,,,,,,1.875,12.395833333333334,0.041666666666666664,0.0,0.0,14.166666666666666,0.6,4.730882352941176,0.0,,,,,,,,,,
00-0038389,RB,SF,1,6,44.80000066757202,7.46666677792867,6.0,44.80000066757202,44.80000066757202,7.46666677792867,0.5,0.5704988891738156,0,0,Israel Abanikanda,,,,,,,,,1.1666666666666667,7.166666666666667,0.0,0.0,0.0,4.833333333333333,0.0,3.896551724137931,0.0,,,,,,,,,,
00-0036096,RB,HOU,4,14,93.99999997019768,6.714285712156977,3.5,39.000000298023224,9.200000047683716,6.149999916553497,0.0,0.47662751478437715,0,0,J.J. Taylor,,,,,,,,,0.5714285714285714,1.4285714285714286,0.0,0.0,0.0,5.0,0.0,3.142857142857143,0.0,,,,,,,,,,
00-0036158,RB,LAC,4,41,973.2999994754791,23.73902437745071,10.25,398.39999866485596,19.700000047683716,27.873333247502647,0.0,0.48922604332965175,0,0,J.K. Dobbins,,,,,,,,,1.6341463414634145,9.951219512195122,0.04878048780487805,0.0,0.0,13.121951219512194,0.0,5.265799256505576,0.0,,,,,,,,,,
00-0035806,RB,NE,5,42,385.8000030517578,9.185714358375186,8.4,147.80000019073486,0.0,5.980000019073486,0.0,0.47687037161332957,0,0,JaMycal Hasty,,,,,,,,,1.4761904761904763,9.238095238095237,0.047619047619047616,0.0,0.0,4.4523809523809526,0.0,4.828877005347594,0.0,,,,,,,,,,
00-0039652,RB,TEN,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.4036931224467736,0,0,Jabari Small,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
00-0038875,RB,PIT,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5064925933677106,0,0,Jack Colletto,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
00-0039617,RB,CLE,1,1,10.900000095367432,10.900000095367432,1.0,10.900000095367432,10.900000095367432,10.900000095367432,0.5,0.47064408658036305,0,0,Jacob Kibodi,,,,,,,,,1.0,15.0,0.0,0.0,0.0,6.0,0.0,6.5,0.0,,,,,,,,,,
00-0038896,RB,CLE,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.47064408658036305,0,0,Jacob Saylors,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
00-0039503,RB,CAR,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.40203040952919517,0,0,Jaden Shirden,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
00-0039139,RB,DET,2,36,1291.1999969482422,35.866666581895615,18.0,714.2999954223633,576.9000015258789,35.866666581895615,0.5,0.58840327803872,0,0,Jahmyr Gibbs,,,,,,,,,3.361111111111111,26.555555555555557,0.1388888888888889,4.3694444444444445,0.5,16.555555555555557,1.0,5.976510067114094,0.0,,,,,,,,,,
00-0036860,RB,JAX,2,4,9.700000047683716,2.425000011920929,2.0,6.700000047683716,3.0,2.425000011920929,0.5,0.5903051306638771,0,0,Jake Funk,,,,,,,,,0.25,3.0,0.0,0.0,0.0,1.75,0.0,4.571428571428571,0.0,,,,,,,,,,
00-0035726,RB,NYG,5,19,70.00000023841858,3.6842105388641357,3.8,32.5,3.700000047683716,2.4571428639548167,0.0,0.443400001319199,0,0,Jakob Johnson,,,,,,,,,1.0,5.526315789473684,0.05263157894736842,0.0,0.0,1.0,0.0,5.526315789473684,0.0,,,,,,,,,,
00-0038794,RB,DEN,2,34,434.50000190734863,12.779411820804372,17.0,223.00000190734863,211.5,12.779411820804372,0.5,0.47134942607333263,0,0,Jaleel McLaughlin,,,,,,,,,1.6470588235294117,6.9411764705882355,0.11764705882352941,0.0,0.0,7.264705882352941,0.0,4.615384615384615,0.0,,,,,,,,,,
00-0039554,RB,JAX,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5903051306638771,0,0,Jalen Jackson,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
00-0033948,RB,NO,8,118,2146.60000705719,18.191525483535507,14.75,446.39999866485596,88.59999990463257,9.592307714315561,0.0,0.45162291740532967,0,0,Jamaal Williams,,,,,,,,,1.6440677966101696,11.372881355932204,0.06779661016949153,0.0,0.0,10.923728813559322,0.0,4.314197051978278,0.0,,,,,,,,,,
00-0033553,RB,ARI,8,107,3129.9000177383423,29.25140203493778,13.375,546.0000038146973,34.40000057220459,32.441379415577856,1.0,0.48832631670687976,0,0,James Conner,,,,,,,,,2.682242990654206,20.962616822429908,0.102803738317757,3.4869158878504676,0.5,15.588785046728972,0.6,4.957434052757794,0.0,,,,,,,,,,
00-0037248,RB,BUF,3,56,1379.500015258789,24.633928843906947,18.666666666666668,590.3000068664551,234.4000015258789,30.13421088770816,1.0,0.6374409368632482,0,0,James Cook,,,,,,,,,1.9821428571428572,17.375,0.125,0.0,0.0,13.392857142857142,0.6,5.433333333333334,0.0,,,,,,,,,,
00-0035831,RB,NO,4,40,1059.9000067710876,26.497500169277192,10.0,513.4000015258789,3.0,15.841666658719381,0.0,0.45162291740532967,0,0,James Robinson,,,,,,,,,2.3,15.375,0.125,2.9899999999999998,0.5,15.2,0.6,4.735197368421052,0.0,,,,,,,,,,
00-0036755,RB,LAC,2,15,144.20000076293945,9.613333384195963,7.5,124.90000057220459,19.300000190734863,9.613333384195963,0.5,0.48922604332965175,0,0,Jaret Patterson,,,,,,,,,0.6666666666666666,4.866666666666666,0.0,0.0,0.0,6.333333333333333,0.0,4.389473684210526,0.0,,,,,,,,,,
00-0039271,RB,GB,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.556550303718538,0,0,Jarveon Howard,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
00-0039393,RB,ATL,1,2,11.700000047683716,5.850000023841858,2.0,11.700000047683716,11.700000047683716,5.850000023841858,0.5,0.5093827169813491,0,0,Jase McClellan,,,,,,,,,0.0,0.0,0.0,0.0,0.0,6.5,0.0,2.4615384615384617,0.0,,,,,,,,,,
00-0037410,RB,NYG,1,1,11.300000049173832,11.300000049173832,1.0,11.300000049173832,11.300000049173832,11.300000049173832,0.5,0.443400001319199,0,0,Jashaun Corbin,,,,,,,,,3.0,12.0,0.0,3.9000000000000004,0.5,4.0,0.0,3.25,0.0,,,,,,,,,,
00-0036997,RB,DEN,4,55,1315.8000044822693,23.923636445132168,13.75,436.90000343322754,104.49999952316284,22.776470633114087,1.0,0.47134942607333263,0,0,Javonte Williams,,,,,,,,,2.909090909090909,17.818181818181817,0.09090909090909091,3.781818181818182,0.5,14.090909090909092,0.6,4.390967741935484,0.0,,,,,,,,,,
00-0039405,RB,HOU,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.47662751478437715,0,0,Jawhar Jordan,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
00-0037228,RB,PIT,3,50,949.2000064849854,18.98400012969971,16.666666666666668,438.8000030517578,207.80000114440918,21.805882510016946,1.0,0.5064925933677106,0,0,Jaylen Warren,,,,,,,,,2.66,18.58,0.0,3.458,0.5,9.78,0.0,5.413087934560327,0.0,,,,,,,,,,
00-0039874,RB,MIA,1,13,79.20000153779984,6.092307810599987,13.0,79.20000153779984,79.20000153779984,6.092307810599987,0.5,0.5058645846225942,0,0,Jaylen Wright,,,,,,,,,0.23076923076923078,0.6153846153846154,0.0,0.0,0.0,5.461538461538462,0.0,3.619718309859155,0.0,,,,,,,,,,
00-0034115,RB,MIA,7,66,1069.7000048160553,16.207575830546293,9.428571428571429,353.600004196167,26.100000381469727,7.235294117647059,1.0,0.5058645846225942,0,0,Jeff Wilson,,,,,,,,,1.1666666666666667,9.454545454545455,0.09090909090909091,0.0,0.0,9.363636363636363,0.0,4.881877022653722,0.0,,,,,,,,,,
00-0033955,RB,WAS,4,46,379.49999967217445,8.249999992873358,11.5,153.10000038146973,2.4000000059604645,9.751724152729428,1.0,0.5530374281671313,0,0,Jeremy McNichols,,,,,,,,,1.065217391304348,7.0,0.021739130434782608,0.0,0.0,4.369565217391305,0.0,4.776119402985074,0.0,,,,,,,,,,
00-0036670,RB,DET,2,6,55.90000009536743,9.31666668256124,3.0,45.200000047683716,10.700000047683716,9.31666668256124,0.5,0.58840327803872,0,0,Jermar Jefferson,,,,,,,,,0.8333333333333334,5.5,0.0,0.0,0.0,4.333333333333333,0.0,4.961538461538462,0.0,,,,,,,,,,
00-0037267,RB,CLE,3,34,730.6000015735626,21.4882353403989,11.333333333333334,447.9000015258789,6.200000047683716,22.637500047683716,1.0,0.47064408658036305,0,0,Jerome Ford,,,,,,,,,2.5,16.441176470588236,0.14705882352941177,3.25,0.5,12.117647058823529,0.6,4.771844660194175,0.0,,,,,,,,,,
00-0033897,RB,HOU,8,120,3918.440018877387,32.65366682397823,15.0,714.5399954169989,217.5999994277954,33.284848646684125,1.0,0.47662751478437715,0,0,Joe Mixon,,,,,,,,,2.9,21.916666666666668,0.11666666666666667,3.77,0.5,19.308333333333334,1.0,4.608113940440225,0.0,,,,,,,,,,
00-0034808,RB,CLE,3,5,41.30000025033951,8.260000050067902,1.6666666666666667,35.60000014305115,2.400000035762787,2.8500000536441803,0.0,0.47064408658036305,0,0,John Kelly,,,,,,,,,0.4,5.4,0.0,0.0,0.0,6.8,0.0,3.6176470588235294,0.0,,,,,,,,,,
00-0036223,RB,IND,5,68,2420.300022125244,35.59264738419477,13.6,722.1000061035156,316.4000062942505,34.19166719913483,0.0,0.5097194982603098,0,0,Jonathan Taylor,,,,,,,,,2.1029411764705883,16.13235294117647,0.07352941176470588,2.7338235294117648,0.5,20.514705882352942,0.6,5.15268817204301,0.0,,,,,,,,,,
00-0035924,RB,PIT,5,12,56.30000042915344,4.691666702429454,2.4,22.700000047683716,3.600000023841858,3.100000023841858,0.0,0.5064925933677106,0,0,Jonathan Ward,,,,,,,,,0.5,4.333333333333333,0.08333333333333333,0.0,0.0,2.3333333333333335,0.0,5.107142857142857,0.0,,,,,,,,,,
00-0039344,RB,CAR,1,3,18.5,6.166666666666667,3.0,18.5,18.5,6.166666666666667,0.5,0.40203040952919517,0,0,Jonathon Brooks,,,,,,,,,1.0,7.666666666666667,0.0,0.0,0.0,4.0,0.0,3.75,0.0,,,,,,,,,,
00-0037525,RB,SF,3,30,401.6000020503998,13.386666735013327,10.0,251.9000015258789,66.5,15.957142954780942,1.0,0.5704988891738156,0,0,Jordan Mason,,,,,,,,,0.4666666666666667,4.033333333333333,0.0,0.0,0.0,8.4,0.0,5.5,0.0,,,,,,,,,,
00-0038678,RB,NO,2,8,60.10000038146973,7.512500047683716,4.0,60.10000038146973,0.0,7.512500047683716,0.5,0.45162291740532967,0,0,Jordan Mims,,,,,,,,,1.5,8.875,0.0,0.0,0.0,4.0,0.0,4.40625,0.0,,,,,,,,,,
00-0035700,RB,GB,6,92,3141.2000045776367,34.143478310626485,15.333333333333334,689.3000030517578,404.1000003814697,33.62258068207772,1.0,0.556550303718538,0,0,Josh Jacobs,,,,,,,,,2.608695652173913,20.369565217391305,0.021739130434782608,3.391304347826087,0.5,20.434782608695652,1.0,4.740425531914894,0.0,,,,,,,,,,
00-0036370,RB,TEN,5,52,553.2000019103289,10.638461575198631,10.4,204.20000171661377,0.7000000029802322,8.383333336147997,0.0,0.4036931224467736,0,0,Joshua Kelley,,,,,,,,,0.9807692307692307,6.288461538461538,0.0,0.0,0.0,7.288461538461538,0.0,3.949868073878628,0.0,,,,,,,,,,
00-0037594,RB,TEN,2,10,48.59999978542328,4.859999978542328,5.0,29.299999833106995,19.299999952316284,4.859999978542328,0.5,0.4036931224467736,0,0,Julius Chestnut,,,,,,,,,0.5,5.2,0.0,0.0,0.0,3.6,0.0,4.611111111111111,0.0,,,,,,,,,,
00-0034975,RB,BAL,5,72,806.0999994277954,11.195833325386047,14.4,286.29999923706055,28.5,15.685714231218611,1.0,0.5493838721814975,0,0,Justice Hill,,,,,,,,,1.5694444444444444,11.63888888888889,0.06944444444444445,0.0,0.0,5.430555555555555,0.0,5.437340153452685,0.0,,,,,,,,,,
00-0039940,RB,SEA,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5821692315342908,0,0,Kairee Robinson,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
00-0033923,RB,KC,8,111,2902.50000667572,26.148648708790272,13.875,616.4000091552734,203.39999961853027,21.340625017881393,0.0,0.5854570056808311,0,0,Kareem Hunt,,,,,,,,,2.3603603603603602,18.972972972972972,0.16216216216216217,3.068468468468468,0.5,14.0,0.6,4.8487773487773485,0.0,,,,,,,,,,
00-0038830,RB,WAS,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5530374281671313,0,0,Kazmeir Allen,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
00-0036450,RB,SF,5,25,208.70000088214874,8.34800003528595,5.0,101.29999923706055,1.4000000059604645,3.8000000516573587,0.0,0.5704988891738156,0,0,Ke'Shawn Vaughn,,,,,,,,,0.64,3.6,0.04,0.0,0.0,5.72,0.0,3.86013986013986,0.0,,,,,,,,,,
00-0037299,RB,KC,2,17,85.09999990463257,5.005882347331328,8.5,42.59999990463257,42.5,5.005882347331328,0.5,0.5854570056808311,0,0,Keaontay Ingram,,,,,,,,,0.47058823529411764,2.764705882352941,0.0,0.0,0.0,4.117647058823529,0.0,2.585714285714286,0.0,,,,,,,,,,
00-0038454,RB,BAL,2,9,149.7000024318695,16.633333603541057,4.5,130.90000247955322,18.799999952316284,16.633333603541057,0.5,0.5493838721814975,0,0,Keaton Mitchell,,,,,,,,,1.1111111111111112,13.444444444444445,0.0,0.0,0.0,8.0,0.6,7.597222222222222,0.0,,,,,,,,,,
00-0039385,RB,JAX,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5903051306638771,0,0,Keilan Robinson,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
00-0039266,RB,CIN,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5897839100392557,0,0,Kendall Milton,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
00-0038551,RB,NO,2,13,162.9000015258789,12.530769348144531,6.5,93.80000114440918,69.10000038146973,12.530769348144531,0.5,0.45162291740532967,0,0,Kendre Miller,,,,,,,,,1.1538461538461537,11.538461538461538,0.0,0.0,0.0,7.3076923076923075,0.0,4.778947368421052,0.0,,,,,,,,,,
00-0036842,RB,NYJ,3,11,45.799999952316284,4.1636363593014805,3.6666666666666665,26.99999988079071,3.8000000715255737,3.7600000143051147,0.0,0.4726869055283744,0,0,Kene Nwangwu,,,,,,,,,0.5454545454545454,2.727272727272727,0.0,0.0,0.0,3.090909090909091,0.0,3.4705882352941178,0.0,,,,,,,,,,
00-0036919,RB,PHI,4,74,907.4800011515617,12.263243258804888,18.5,266.9000015258789,165.9000015258789,10.542702744135985,0.0,0.6846089760127168,0,0,Kenneth Gainwell,,,,,,,,,1.6081081081081081,11.635135135135135,0.02702702702702703,0.0,0.0,6.108108108108108,0.0,5.039823008849558,0.0,,,,,,,,,,
00-0038134,RB,SEA,3,42,1227.7000064849854,29.230952535356796,14.0,446.600004196167,373.70000076293945,30.04230778033917,0.0,0.5821692315342908,0,0,Kenneth Walker III,,,,,,,,,2.4523809523809526,17.285714285714285,0.07142857142857142,3.1880952380952383,0.5,17.095238095238095,0.6,4.619777158774373,0.0,,,,,,,,,,
00-0038636,RB,SEA,1,7,51.40000081062317,7.342857258660453,7.0,51.40000081062317,51.40000081062317,7.342857258660453,0.5,0.5821692315342908,0,0,Kenny McIntosh,,,,,,,,,0.42857142857142855,3.142857142857143,0.0,0.0,0.0,4.857142857142857,0.0,5.705882352941177,0.0,,,,,,,,,,
00-0037286,RB,NE,2,9,61.00000047683716,6.7777778307596845,4.5,37.80000019073486,23.200000286102295,6.7777778307596845,0.5,0.47687037161332957,0,0,Kevin Harris,,,,,,,,,0.3333333333333333,6.444444444444445,0.0,0.0,0.0,4.111111111111111,0.0,4.72972972972973,0.0,,,,,,,,,,
00-0036906,RB,CIN,4,47,728.7000002861023,15.504255325236219,11.75,249.00000190734863,74.5,16.17500009536743,0.0,0.5897839100392557,0,0,Khalil Herbert,,,,,,,,,1.127659574468085,6.638297872340425,0.06382978723404255,0.0,0.0,9.659574468085106,0.0,4.883259911894273,0.0,,,,,,,,,,
00-0035099,RB,PHI,5,21,56.100000351667404,2.6714285881746385,4.2,17.40000009536743,0.0,1.7875000163912773,0.0,0.6846089760127168,0,0,Khari Blasingame,,,,,,,,,0.6190476190476191,4.714285714285714,0.0,0.0,0.0,1.1428571428571428,0.0,5.458333333333333,0.0,,,,,,,,,,
00-0039391,RB,LAC,1,9,70.69999980926514,7.855555534362793,9.0,70.69999980926514,70.69999980926514,7.855555534362793,0.5,0.48922604332965175,0,0,Kimani Vidal,,,,,,,,,0.5555555555555556,6.888888888888889,0.1111111111111111,0.0,0.0,5.333333333333333,0.0,4.520833333333333,0.0,,,,,,,,,,
00-0039302,RB,SEA,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5821692315342908,0,0,Kobe Lewis,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
00-0029892,RB,SF,9,129,1137.6000040769577,8.818604682767115,14.333333333333334,152.2000002861023,94.90000116825104,7.480769272033985,0.0,0.5704988891738156,0,0,Kyle Juszczyk,,,,,,,,,1.7906976744186047,17.713178294573645,0.11627906976744186,0.0,0.0,2.3410852713178296,0.0,8.43046357615894,0.0,,,,,,,,,,
00-0037840,RB,LA,3,39,1221.1000084877014,31.31025662788978,13.0,639.3000068664551,72.50000047683716,37.05161316164078,1.0,0.5144561397548308,0,0,Kyren Williams,,,,,,,,,2.051282051282051,12.461538461538462,0.15384615384615385,2.6666666666666665,0.5,18.153846153846153,0.6,4.676553672316384,0.0,,,,,,,,,,
00-0036269,RB,PIT,3,13,163.6000006198883,12.5846154322991,4.333333333333333,122.00000095367432,8.099999904632568,10.399999916553497,0.0,0.5064925933677106,0,0,La'Mical Perine,,,,,,,,,1.0769230769230769,7.384615384615385,0.0,0.0,0.0,8.307692307692308,0.0,4.037037037037037,0.0,,,,,,,,,,
00-0038409,RB,PHI,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.6846089760127168,0,0,Lew Nichols III,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
00-0039557,RB,NYG,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.443400001319199,0,0,Lorenzo Lingard,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
00-0039228,RB,JAX,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5903051306638771,0,0,Louis Rees-Zammit,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
00-0037563,RB,DAL,1,6,73.40000057220459,12.233333428700766,6.0,73.40000057220459,73.40000057220459,12.233333428700766,0.5,0.6184888892756937,0,0,Malik Davis,,,,,,,,,1.0,10.5,0.0,0.0,0.0,7.333333333333333,0.0,5.090909090909091,0.0,,,,,,,,,,
00-0039811,RB,GB,1,1,7.300000011920929,7.300000011920929,1.0,7.300000011920929,7.300000011920929,7.300000011920929,0.5,0.556550303718538,0,0,MarShawn Lloyd,,,,,,,,,1.0,3.0,0.0,0.0,0.0,7.0,0.0,2.5714285714285716,0.0,,,,,,,,,,
00-0039786,RB,NYJ,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.4726869055283744,0,0,Markese Stepp,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
00-0033308,RB,SF,7,95,1222.60001039505,12.869473793632105,13.571428571428571,329.50000190734863,77.2000002861023,7.755882403429816,0.0,0.5704988891738156,0,0,Matt Breida,,,,,,,,,1.2736842105263158,10.042105263157895,0.06315789473684211,0.0,0.0,7.494736842105263,0.0,5.134831460674158,0.0,,,,,,,,,,
00-0031595,RB,DEN,9,54,167.30000019073486,3.098148151680275,6.0,53.80000001192093,0.0,3.8421052662949813,1.0,0.47134942607333263,0,0,Michael Burton,,,,,,,,,0.5,3.185185185185185,0.018518518518518517,0.0,0.0,1.2592592592592593,0.0,3.7205882352941178,0.0,,,,,,,,,,
00-0036924,RB,ARI,4,48,804.7000036239624,16.76458340883255,12.0,327.60000228881836,80.80000019073486,11.366666740841335,0.0,0.48832631670687976,0,0,Michael Carter,,,,,,,,,2.3333333333333335,15.6875,0.020833333333333332,3.0333333333333337,0.5,9.145833333333334,0.0,4.810933940774487,0.0,,,,,,,,,,
00-0039684,RB,WAS,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5530374281671313,0,0,Michael Wiley,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
00-0034208,RB,CAR,7,38,255.8999997600913,6.734210520002403,5.428571428571429,87.99999928474426,15.700000047683716,3.9333333609004817,0.0,0.40203040952919517,0,0,Mike Boone,,,,,,,,,0.6842105263157895,4.842105263157895,0.0,0.0,0.0,3.763157894736842,0.0,5.4125874125874125,0.0,,,,,,,,,,
00-0035243,RB,CAR,6,89,1983.5000019073486,22.286516875363468,14.833333333333334,498.7999973297119,163.80000019073486,14.755555612069589,0.0,0.40203040952919517,0,0,Miles Sanders,,,,,,,,,2.044943820224719,14.235955056179776,0.07865168539325842,2.658426966292135,0.5,13.123595505617978,0.6,5.004280821917808,0.0,,,,,,,,,,
00-0038656,RB,MIN,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.6606452850165233,0,0,Mohamed Ibrahim,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
00-0035311,RB,JAX,5,38,809.6000020653009,21.30526321224476,7.6,373.6000003814697,5.000000014901161,6.850000087171793,0.0,0.5903051306638771,0,0,Myles Gaskin,,,,,,,,,2.6842105263157894,18.736842105263158,0.15789473684210525,3.4894736842105263,0.5,12.263157894736842,0.0,4.4334763948497855,0.0,,,,,,,,,,
00-0036893,RB,PIT,4,71,2067.9600125849247,29.126197360351053,17.75,663.0000038146973,447.2000045776367,25.516666836208767,0.0,0.5064925933677106,0,0,Najee Harris,,,,,,,,,2.6338028169014085,17.014084507042252,0.08450704225352113,3.423943661971831,0.5,18.52112676056338,0.6,4.2608365019011405,0.0,,,,,,,,,,
00-0036582,RB,GB,1,1,0.3999999985098839,0.3999999985098839,1.0,0.3999999985098839,0.3999999985098839,0.3999999985098839,0.5,0.556550303718538,0,0,Nate McCrary,,,,,,,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.0,0.0,,,,,,,,,,
00-0039529,RB,DAL,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.6184888892756937,0,0,Nathaniel Peat,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
